Autor,Frequencia,Offset,Timestamp_Coleta
"Aalborg, Petar Popovski",1,0,2025-12-30T17:19:32.857497
"Abad, Maristela",1,0,2025-12-30T17:19:32.857497
"Abada, Christian Chukwuemeka",1,0,2025-12-30T17:19:32.857497
"Abade, André",1,0,2025-12-30T17:19:32.857497
"Abade, André da Silva",1,0,2025-12-30T17:19:32.857497
"Abade, Maíra Coelho",1,0,2025-12-30T17:19:32.857497
"Abade, Natanael Antunes",2,0,2025-12-30T17:19:32.857497
"Abadia, Ana Clara",1,0,2025-12-30T17:19:32.857497
"Abadia, Manuel Rodrigo Urbano",1,0,2025-12-30T17:19:32.857497
"Abadio, Ana Karina Rodrigues",3,0,2025-12-30T17:19:32.857497
"Abanto Ramos, Ivette Alejandra",1,0,2025-12-30T17:19:32.857497
"Abarca Alarcon, Maria Alejandra Claudia",1,0,2025-12-30T17:19:32.857497
"Abati, Flávia Rech",1,0,2025-12-30T17:19:32.857497
"Abbad, Gardênia da Silva",47,0,2025-12-30T17:19:32.857497
"Abbas, Claudia Jacy Barenco",1,0,2025-12-30T17:19:32.857497
"Abbehausen, Kaue Hermann",1,0,2025-12-30T17:19:32.857497
"Abdala, Bianca Ardanuy",1,0,2025-12-30T17:19:32.857497
"Abdala, Fábio de Andrade",1,0,2025-12-30T17:19:32.857497
"Abdala, Ingrid Gomes",2,0,2025-12-30T17:19:32.857497
"Abdalla Filho, Adibe Luiz",1,0,2025-12-30T17:19:32.857497
"Abdalla Filho, Elias",4,0,2025-12-30T17:19:32.857497
"Abdalla Júnior, Humberto",10,0,2025-12-30T17:19:32.857497
"Abdalla, Adibe Luiz",8,0,2025-12-30T17:19:32.857497
"Abdalla, Douglas Reis",1,0,2025-12-30T17:19:32.857497
"Abdalla, Dulcineia Saes Parra",3,0,2025-12-30T17:19:32.857497
"Abdalla, Lídia Freire",1,0,2025-12-30T17:19:32.857497
"Abdalla, Stefanie de Castro",1,0,2025-12-30T17:19:32.857497
"Abdalla-Santos, Suâmi",1,0,2025-12-30T17:19:32.857497
"Abdelaziz, Jamila de Souza",1,0,2025-12-30T17:19:32.857497
"Abdelkarem, Keila Núbia Barbosa Ibrahim",1,0,2025-12-30T17:19:32.857497
"Abdelmur, Samuel Barbosa Mezavila",1,0,2025-12-30T17:19:32.857497
"Abdo, Rodrigo Figueiredo",1,0,2025-12-30T17:19:32.857497
"Abe, Augusto Shinya",1,0,2025-12-30T17:19:32.857497
"Abe, Érica dos Santos",1,0,2025-12-30T17:19:32.857497
"Abe, Marcos Massaki",1,0,2025-12-30T17:19:32.857497
"Abegg, Ilse",1,0,2025-12-30T17:19:32.857497
"Abel, Luis Sozinho",1,0,2025-12-30T17:19:32.857497
"Abelha, Judith",1,0,2025-12-30T17:19:32.857497
"Abers, Rebecca Neaera",9,0,2025-12-30T17:19:32.857497
"Aberson, Christopher L.",1,0,2025-12-30T17:19:32.857497
"Abib, Fernando César",1,0,2025-12-30T17:19:32.857497
"Abicalil, Victor Guinancio e",1,0,2025-12-30T17:19:32.857497
"Abigalil, Albamaria Paulino de Campos",2,0,2025-12-30T17:19:32.857497
"Abila, Neleide (org.)",1,0,2025-12-30T17:19:32.857497
"Abinader, Bernardo Ale",1,0,2025-12-30T17:19:32.857497
"Abirached, Carlos Felipe de Andrade",1,0,2025-12-30T17:19:32.857497
"Aboud Neta, Sumaia Resegue",1,0,2025-12-30T17:19:32.857497
"Abrahão Filho, Eduardo Antonio",1,0,2025-12-30T17:19:32.857497
"Abrahão, Amanda Amaral",1,0,2025-12-30T17:19:32.857497
"Abrahão, André Luiz Andrade",1,0,2025-12-30T17:19:32.857497
"Abrahão, Júlia Issy",11,50,2025-12-30T17:19:37.255945
"Abrahim, M. A.",1,50,2025-12-30T17:19:37.255945
"Abram, Ulrich",1,50,2025-12-30T17:19:37.255945
"Abramovay, Pedro Vieira",1,50,2025-12-30T17:19:37.255945
"Abranches, Marcelo Cerqueira de",1,50,2025-12-30T17:19:37.255945
"Abrantes, Dayane Martins",1,50,2025-12-30T17:19:37.255945
"Abrantes, Lívia Carvalho Sette",1,50,2025-12-30T17:19:37.255945
"Abrantes, Luiz Paulo Rosa",1,50,2025-12-30T17:19:37.255945
"Abrantes, Patricia Paulino Muniz de",1,50,2025-12-30T17:19:37.255945
"Abrantes, Paulo Cesar Coelho",41,50,2025-12-30T17:19:37.255945
"Abrantes, Paulo Cesar Coelho (org.)",1,50,2025-12-30T17:19:37.255945
"Abrantes, Paulo Cesar Coelho (trad.)",1,50,2025-12-30T17:19:37.255945
"Abrão Filho, Aziz",1,50,2025-12-30T17:19:37.255945
"Abrão, Aline Lauria Pires",2,50,2025-12-30T17:19:37.255945
"Abrão, Ana Cristina Freitas de Vilhena",1,50,2025-12-30T17:19:37.255945
"Abrão, Camila Lima",1,50,2025-12-30T17:19:37.255945
"Abrão, Cristina Siquieroli",1,50,2025-12-30T17:19:37.255945
"Abrão, Fernando Y.",1,50,2025-12-30T17:19:37.255945
"Abrão, Fernando Yano",1,50,2025-12-30T17:19:37.255945
"Abrão, Karen Cristina",1,50,2025-12-30T17:19:37.255945
"Abrão, Larissa Guimarães Martins",2,50,2025-12-30T17:19:37.255945
"Abrão, Alcídio",1,50,2025-12-30T17:19:37.255945
"Abrão, Aline Lauria Pires",1,50,2025-12-30T17:19:37.255945
"Abras, Anuar",5,50,2025-12-30T17:19:37.255945
"Abreu Junior, Cicero Vidal de",1,50,2025-12-30T17:19:37.255945
"Abreu Júnior, Fernando Souza",1,50,2025-12-30T17:19:37.255945
"Abreu Júnior, Nelson de",1,50,2025-12-30T17:19:37.255945
"Abreu Neta, Izabel Castro de",2,50,2025-12-30T17:19:37.255945
"Abreu Neto, Virgílio de Barros",1,50,2025-12-30T17:19:37.255945
"Abreu, Adriana Trópia de",1,50,2025-12-30T17:19:37.255945
"Abreu, Alexandre Leandro Santos de",1,50,2025-12-30T17:19:37.255945
"Abreu, Aline Isabella Saraiva Costa de Souza",1,50,2025-12-30T17:19:37.255945
"Abreu, Amanda Maria Santos",3,50,2025-12-30T17:19:37.255945
"Abreu, Ana Paula",1,50,2025-12-30T17:19:37.255945
"Abreu, Ana Virgínia Passos",1,50,2025-12-30T17:19:37.255945
"Abreu, Andrea Bossle de",1,50,2025-12-30T17:19:37.255945
"Abreu, Andrezza Romenia Lima de",1,50,2025-12-30T17:19:37.255945
"Abreu, Ângela de Fátima Barbosa",1,50,2025-12-30T17:19:37.255945
"Abreu, Anísia Batista Oliveira de",1,50,2025-12-30T17:19:37.255945
"Abreu, Anna Karolina de Carvalho",2,50,2025-12-30T17:19:37.255945
"Abreu, Aryana Dias de",1,50,2025-12-30T17:19:37.255945
"Abreu, Breno Tenório Ramalho de",2,50,2025-12-30T17:19:37.255945
"Abreu, Carina Tostes",1,50,2025-12-30T17:19:37.255945
"Abreu, Carolina Gonçalves",2,50,2025-12-30T17:19:37.255945
"Abreu, Caroline Figueiredo Belo",1,50,2025-12-30T17:19:37.255945
"Abreu, Cilair Rodrigues de",1,50,2025-12-30T17:19:37.255945
"Abreu, Claudilene Lima de",2,50,2025-12-30T17:19:37.255945
"Abreu, Clezio Rodrigues de Carvalho",1,50,2025-12-30T17:19:37.255945
"Abreu, Daisy Maria Xavier de",3,50,2025-12-30T17:19:37.255945
"Abreu, Daniel dos Santos",1,50,2025-12-30T17:19:37.255945
"Abreu, Daniela Cavalcante de",1,100,2025-12-30T17:19:41.605168
"Abreu, Danielle Matos de Menezes",2,100,2025-12-30T17:19:41.605168
"Abreu, Delmary Vasconcelos de",1,100,2025-12-30T17:19:41.605168
"Abreu, Deniz Helena Pereira",1,100,2025-12-30T17:19:41.605168
"Abreu, Emanuel Felipe Medeiros",2,100,2025-12-30T17:19:41.605168
"Abreu, Emmanuel Sousa de",1,100,2025-12-30T17:19:41.605168
"Abreu, Fabrício Santos Dias de",2,100,2025-12-30T17:19:41.605168
"Abreu, Fani Costa de",1,100,2025-12-30T17:19:41.605168
"Abreu, Fernando Antunes de",1,100,2025-12-30T17:19:41.605168
"Abreu, Francesca Emmanuelle Leite Viana",1,100,2025-12-30T17:19:41.605168
"Abreu, Gabriel Mendes de",1,100,2025-12-30T17:19:41.605168
"Abreu, Giovana Duailibe de",1,100,2025-12-30T17:19:41.605168
"Abreu, Glauber Gonçalves de",2,100,2025-12-30T17:19:41.605168
"Abreu, Icaro Sousa",1,100,2025-12-30T17:19:41.605168
"Abreu, Ingergleice Machado de Oliveira",2,100,2025-12-30T17:19:41.605168
"Abreu, Ivan Guilherme Hamouche",2,100,2025-12-30T17:19:41.605168
"Abreu, Joana Ribeiro de",2,100,2025-12-30T17:19:41.605168
"Abreu, Joel Antônio Cordeiro de",1,100,2025-12-30T17:19:41.605168
"Abreu, José Antônio de",1,100,2025-12-30T17:19:41.605168
"Abreu, Juliana Marafon Pereira de",1,100,2025-12-30T17:19:41.605168
"Abreu, Karoline de Britto Rocildes",1,100,2025-12-30T17:19:41.605168
"Abreu, L. G.",1,100,2025-12-30T17:19:41.605168
"Abreu, Lanna Takada de",1,100,2025-12-30T17:19:41.605168
"Abreu, Larissa Redusino",1,100,2025-12-30T17:19:41.605168
"Abreu, Leticia de Figueiredo Assencio",1,100,2025-12-30T17:19:41.605168
"Abreu, Lucélia de Jesus",1,100,2025-12-30T17:19:41.605168
"Abreu, Lucijane Monteiro de",2,100,2025-12-30T17:19:41.605168
"Abreu, Ludmilla Pinto Guiotti Cintra",1,100,2025-12-30T17:19:41.605168
"Abreu, Maria Aparecida Silva de",1,100,2025-12-30T17:19:41.605168
"Abreu, Mariângela Fernandes",1,100,2025-12-30T17:19:41.605168
"Abreu, Mário Alexandre de",1,100,2025-12-30T17:19:41.605168
"Abreu, Mirian Helena Hoeschl",1,100,2025-12-30T17:19:41.605168
"Abreu, Paulo Sérgio Barbosa",1,100,2025-12-30T17:19:41.605168
"Abreu, Pedro Ferronato Gomes de",1,100,2025-12-30T17:19:41.605168
"Abreu, Priscila Assis de",1,100,2025-12-30T17:19:41.605168
"Abreu, Ricardo Gadelha de",1,100,2025-12-30T17:19:41.605168
"Abreu, Robson Lopes",2,100,2025-12-30T17:19:41.605168
"Abreu, Samia",4,100,2025-12-30T17:19:41.605168
"Abreu, Simone de Paula Miranda",3,100,2025-12-30T17:19:41.605168
"Abreu, Tainá de",3,100,2025-12-30T17:19:41.605168
"Abreu, Tarcísio Lyra dos Santos",2,100,2025-12-30T17:19:41.605168
"Abreu, Tenner Inauhiny de",1,100,2025-12-30T17:19:41.605168
"Abreu, Thiago Ayres Lazzarotti",2,100,2025-12-30T17:19:41.605168
"Abreu, Thomaz Antonio Santos",2,100,2025-12-30T17:19:41.605168
"Abreu, Urbano Gomes Pinto de",8,100,2025-12-30T17:19:41.605168
"Abreu, Vera Maria Tomé de",1,100,2025-12-30T17:19:41.605168
"Abreu, Virgínia Medim",1,100,2025-12-30T17:19:41.605168
"Abreu, Viviane Evangelista dos Santos",1,100,2025-12-30T17:19:41.605168
"Abreu, Weider Rocha de",1,100,2025-12-30T17:19:41.605168
"Abreu, Welles Matias de",4,100,2025-12-30T17:19:41.605168
"Abreu, Wenzel Castro de",1,150,2025-12-30T17:19:46.061718
"Abreu, Breno Silva de",2,150,2025-12-30T17:19:46.061718
"Abreu, Cilair Rodrigues de",1,150,2025-12-30T17:19:46.061718
"Abreu, Fabio de Almeida",1,150,2025-12-30T17:19:46.061718
"Abreu, Frederique R.",1,150,2025-12-30T17:19:46.061718
"Abreu, Gabriela de Azevedo",4,150,2025-12-30T17:19:46.061718
"Abreu, Luiz Eduardo",2,150,2025-12-30T17:19:46.061718
"Abreu, Maria V. A. de",1,150,2025-12-30T17:19:46.061718
"Abreu, Maury Sayão Lobato",1,150,2025-12-30T17:19:46.061718
"Abreu, Ricardo Gadelha de",1,150,2025-12-30T17:19:46.061718
"Abreu-Rodrigues, Josele",7,150,2025-12-30T17:19:46.061718
"Abreu-Santos, Bruno",1,150,2025-12-30T17:19:46.061718
"Abril, Neyla Graciela Pardo",1,150,2025-12-30T17:19:46.061718
"Abrunhosa, Letícia Santos",1,150,2025-12-30T17:19:46.061718
"Abruzzi, Clarissa Martensen",1,150,2025-12-30T17:19:46.061718
"Abucham, Julio",3,150,2025-12-30T17:19:46.061718
"Acácio, Cláudia Natércia Lima",2,150,2025-12-30T17:19:46.061718
"Acauan, Laura Vargas",2,150,2025-12-30T17:19:46.061718
"Acayaba, Raphael D.",1,150,2025-12-30T17:19:46.061718
"Acciarri, Cristina",3,150,2025-12-30T17:19:46.061718
"Acevedo, Ana Carolina",2,150,2025-12-30T17:19:46.061718
"Acevedo, Carlos Alirio Rico",1,150,2025-12-30T17:19:46.061718
"Acharya, Sarat Kumar",1,150,2025-12-30T17:19:46.061718
"Aciole, Paulo Henrique de Sá",3,150,2025-12-30T17:19:46.061718
"Acker, Clara Britto da Rocha",1,150,2025-12-30T17:19:46.061718
"Acle, Yussef Guardia Ismael",1,150,2025-12-30T17:19:46.061718
"Acosta Muñoz, Helger Augusto",1,150,2025-12-30T17:19:46.061718
"Acosta Urian, Yessica",1,150,2025-12-30T17:19:46.061718
"Acosta, María del Pilar Tobar",2,150,2025-12-30T17:19:46.061718
"Acosta, Rachel Klaczko",1,150,2025-12-30T17:19:46.061718
"Acosta, Angelina",1,150,2025-12-30T17:19:46.061718
"Acosta, María del Pilar Tobar",1,150,2025-12-30T17:19:46.061718
"Acunha, Fernando José Gonçalves",4,150,2025-12-30T17:19:46.061718
"Acurcio, Francisco de Assis",21,150,2025-12-30T17:19:46.061718
"Aczel, Balazs",1,150,2025-12-30T17:19:46.061718
"Adad, Clara Jane Costa",1,150,2025-12-30T17:19:46.061718
"Adamec, Martin",2,150,2025-12-30T17:19:46.061718
"Adamkovic, Matus",1,150,2025-12-30T17:19:46.061718
"Adamoli, Angélica N.",1,150,2025-12-30T17:19:46.061718
"Adamus, Sylwia",1,150,2025-12-30T17:19:46.061718
"Adany, Malua Mateus",1,150,2025-12-30T17:19:46.061718
"Adão, Luiz Filippe Santana",1,150,2025-12-30T17:19:46.061718
"Adão, Mariana Alves",1,150,2025-12-30T17:19:46.061718
"Adário, Júlia Lima",1,150,2025-12-30T17:19:46.061718
"Adasme Corvalán, Claudio Orlando",1,150,2025-12-30T17:19:46.061718
"Ades, César",1,150,2025-12-30T17:19:46.061718
"Adesida, Adetola B.",2,150,2025-12-30T17:19:46.061718
"Adetula, Adeyemi",1,150,2025-12-30T17:19:46.061718
"Adetula, Gabriel Agboola",1,150,2025-12-30T17:19:46.061718
"Adghirni, Zélia Leal",4,150,2025-12-30T17:19:46.061718
"Adimy, Mostafa",1,200,2025-12-30T17:19:50.443179
"Adjuto, Érica Neiva Praça",1,200,2025-12-30T17:19:50.443179
"Adjuto, Raphael Neiva Praça",1,200,2025-12-30T17:19:50.443179
"Adolpho, Carolina Vieira Tomanik",1,200,2025-12-30T17:19:50.443179
"Adoni, Tarso",1,200,2025-12-30T17:19:50.443179
"Adoric, Vera Cubela",1,200,2025-12-30T17:19:50.443179
"Adorno, Ana Lúcia Carrijo",2,200,2025-12-30T17:19:50.443179
"Adorno, Bruno Vilhena",1,200,2025-12-30T17:19:50.443179
"Adorno, Gilda Ladeira de Assis Republicano",1,200,2025-12-30T17:19:50.443179
"Adorno, José",1,200,2025-12-30T17:19:50.443179
"Adorno, Marta Lúcia Guimarães Resende",1,200,2025-12-30T17:19:50.443179
"Adôrno, Rodrigo Rodrigues",3,200,2025-12-30T17:19:50.443179
"Adorno, José",1,200,2025-12-30T17:19:50.443179
"Adriana, Jane",1,200,2025-12-30T17:19:50.443179
"Adriano, Henrique Soares Rabelo",2,200,2025-12-30T17:19:50.443179
"Adriano, Ingreth da Silva",1,200,2025-12-30T17:19:50.443179
"Adriano, Levi Rosa",1,200,2025-12-30T17:19:50.443179
"Adriano, Nayana de Almeida",1,200,2025-12-30T17:19:50.443179
"Adriano, Vitor Soares Rabelo",1,200,2025-12-30T17:19:50.443179
"Aduan, Roberto Engel",1,200,2025-12-30T17:19:50.443179
"Adıgüzel, Arca",1,200,2025-12-30T17:19:50.443179
"Affonso, Guilherme Manno Penna Crepaldi",1,200,2025-12-30T17:19:50.443179
"Afhami, Reza",1,200,2025-12-30T17:19:50.443179
"Afiune, Luana A. F.",1,200,2025-12-30T17:19:50.443179
"Afiune, Luana Alves de Freitas",1,200,2025-12-30T17:19:50.443179
"Afiune, Merula Helena",1,200,2025-12-30T17:19:50.443179
"Afonina, Olga",1,200,2025-12-30T17:19:50.443179
"Afonseca, Karine Rodrigues",2,200,2025-12-30T17:19:50.443179
"Afonseca, Ulisses Rodrigues",1,200,2025-12-30T17:19:50.443179
"Afonso Junior, Delfim",1,200,2025-12-30T17:19:50.443179
"Afonso, Alexandre Ribeiro",1,200,2025-12-30T17:19:50.443179
"Afonso, Carlos Miguel Figueiredo",1,200,2025-12-30T17:19:50.443179
"Afonso, Carolina Campos",1,200,2025-12-30T17:19:50.443179
"Afonso, Cláudia",2,200,2025-12-30T17:19:50.443179
"Afonso, Edgar Augusto Lobato",1,200,2025-12-30T17:19:50.443179
"Afonso, Geraldo Sidnei",1,200,2025-12-30T17:19:50.443179
"Afonso, José Augusto Bastos",3,200,2025-12-30T17:19:50.443179
"Afonso, Luana Aline",2,200,2025-12-30T17:19:50.443179
"Afonso, Marcelo Pellizzaro Dias",1,200,2025-12-30T17:19:50.443179
"Afonso, Maria da Conceição Lima",5,200,2025-12-30T17:19:50.443179
"Afonso, Renato Abdalla",1,200,2025-12-30T17:19:50.443179
"Afonso, Sandra Regina",4,200,2025-12-30T17:19:50.443179
"Afonso, Sophia",1,200,2025-12-30T17:19:50.443179
"Afonso, Sophia Cunha",1,200,2025-12-30T17:19:50.443179
"Afonso, Stevam Lopes Alves",2,200,2025-12-30T17:19:50.443179
"Afonso, Yedda Beatriz Gomes de Almeida Dysman da Cruz Seixas Singer",1,200,2025-12-30T17:19:50.443179
"Afrahi, Shahram",1,200,2025-12-30T17:19:50.443179
"Agadullina, Elena",1,200,2025-12-30T17:19:50.443179
"Agatte, Juliana Picoli",1,200,2025-12-30T17:19:50.443179
"AGESIN, Bamikole Emmanuel",1,200,2025-12-30T17:19:50.443179
"Aggio, Natalia Maria",2,250,2025-12-30T17:19:54.990012
"Agilar, Everton de Vargas",1,250,2025-12-30T17:19:54.990012
"Agner, Marcelo Ramalho",3,250,2025-12-30T17:19:54.990012
"Agnez, Luciane Fassarella",1,250,2025-12-30T17:19:54.990012
"Agostineti, Kaíque",1,250,2025-12-30T17:19:54.990012
"Agostinho, Livia Borba",2,250,2025-12-30T17:19:54.990012
"Agostinho, Maria Lúcia de Oliveira",1,250,2025-12-30T17:19:54.990012
"Agostini-Costa, Tânia da Silveira",4,250,2025-12-30T17:19:54.990012
"Agra, Leandro de Almeida Neves Nepomuceno",1,250,2025-12-30T17:19:54.990012
"Agra, Leandro de Almeida Neves Nepomuceno",1,250,2025-12-30T17:19:54.990012
"Agrahari, Vivek",1,250,2025-12-30T17:19:54.990012
"Agreli, João",1,250,2025-12-30T17:19:54.990012
"Agrello, Deise Amaro",1,250,2025-12-30T17:19:54.990012
"Ågren, Hans",1,250,2025-12-30T17:19:54.990012
"Agreste, Fernanda Rodrigues",1,250,2025-12-30T17:19:54.990012
"Agualimpia, José David Hurtado",1,250,2025-12-30T17:19:54.990012
"Águas, Carla Ladeira Pimentel",1,250,2025-12-30T17:19:54.990012
"Aguayo, Alexis Pier",1,250,2025-12-30T17:19:54.990012
"Agudelo, Carlos",1,250,2025-12-30T17:19:54.990012
"Aguiar Filho, Cristiano Rocha de",3,250,2025-12-30T17:19:54.990012
"Aguiar Junior, Dióscoros Brito",1,250,2025-12-30T17:19:54.990012
"Aguiar Júnior, Nelson dos Reis",2,250,2025-12-30T17:19:54.990012
"Aguiar Júnior, Odair",1,250,2025-12-30T17:19:54.990012
"Aguiar Júnior, Silvestre Rabello de",1,250,2025-12-30T17:19:54.990012
"Aguiar, A. L.",1,250,2025-12-30T17:19:54.990012
"Aguiar, Adriana Barroso",1,250,2025-12-30T17:19:54.990012
"Aguiar, Adriano Saraiva",1,250,2025-12-30T17:19:54.990012
"Aguiar, Aline Silva de",1,250,2025-12-30T17:19:54.990012
"Aguiar, Ana Carolina Nunes de",2,250,2025-12-30T17:19:54.990012
"Aguiar, Ana Gabriela Gomes",1,250,2025-12-30T17:19:54.990012
"Aguiar, Ana Luísa Falcomer de",2,250,2025-12-30T17:19:54.990012
"Aguiar, Antonio José Camillo de",3,250,2025-12-30T17:19:54.990012
"Aguiar, Arthur da Costa",1,250,2025-12-30T17:19:54.990012
"Aguiar, Arthur Silva",2,250,2025-12-30T17:19:54.990012
"Aguiar, Beatriz A.",1,250,2025-12-30T17:19:54.990012
"Aguiar, Beatriz Regina Lima de",4,250,2025-12-30T17:19:54.990012
"Aguiar, Carly Batista de",1,250,2025-12-30T17:19:54.990012
"Aguiar, Clarice Machado",1,250,2025-12-30T17:19:54.990012
"Aguiar, Clarice Machado (org.)",1,250,2025-12-30T17:19:54.990012
"Aguiar, Cleyton Barbosa",1,250,2025-12-30T17:19:54.990012
"Aguiar, Cristhiane Pinheiro Teixeira Gico de",1,250,2025-12-30T17:19:54.990012
"Aguiar, Cristiane Diniz",1,250,2025-12-30T17:19:54.990012
"Aguiar, Dalva Silva de",1,250,2025-12-30T17:19:54.990012
"Aguiar, Diogo do Vale de",1,250,2025-12-30T17:19:54.990012
"Aguiar, Dióscoros",1,250,2025-12-30T17:19:54.990012
"Aguiar, Douglas Rafael de Castro",1,250,2025-12-30T17:19:54.990012
"Aguiar, Eduardo Alipio Paulino de",1,250,2025-12-30T17:19:54.990012
"Aguiar, Erick Frederico Kill",1,250,2025-12-30T17:19:54.990012
"Aguiar, Érika Demachki",1,250,2025-12-30T17:19:54.990012
"Aguiar, Eurico de",1,250,2025-12-30T17:19:54.990012
"Aguiar, Fernando Henrique Rezende de",2,300,2025-12-30T17:19:59.376128
"Aguiar, Fernando José Ferreira",1,300,2025-12-30T17:19:59.376128
"Aguiar, Frederick Mendes",2,300,2025-12-30T17:19:59.376128
"Aguiar, Gardene Souza de",1,300,2025-12-30T17:19:59.376128
"Aguiar, Giane Maria Porto de",1,300,2025-12-30T17:19:59.376128
"Aguiar, Giovanna Paiva",1,300,2025-12-30T17:19:59.376128
"Aguiar, Gizelle Andrade de",1,300,2025-12-30T17:19:59.376128
"Aguiar, Heiza Maria Dias de Sousa Pinho",1,300,2025-12-30T17:19:59.376128
"Aguiar, Henrique P.",1,300,2025-12-30T17:19:59.376128
"Aguiar, Janaina Couvo Teixeira Maia de",1,300,2025-12-30T17:19:59.376128
"Aguiar, Janaina Marques de",1,300,2025-12-30T17:19:59.376128
"Aguiar, João Renato Carneiro de",5,300,2025-12-30T17:19:59.376128
"Aguiar, Jonathan Meireles de",1,300,2025-12-30T17:19:59.376128
"Aguiar, Jorge Luís Branco",1,300,2025-12-30T17:19:59.376128
"Aguiar, Jose Albino",1,300,2025-12-30T17:19:59.376128
"Aguiar, Juliana Silva Rocha",1,300,2025-12-30T17:19:59.376128
"Aguiar, Juliany Gonçalves Guimarães de",1,300,2025-12-30T17:19:59.376128
"Aguiar, Katrícia Costa Silva Soares de Souza",1,300,2025-12-30T17:19:59.376128
"Aguiar, Kelen M. F. Rossi de",2,300,2025-12-30T17:19:59.376128
"Aguiar, Kelver Rodrigues de",1,300,2025-12-30T17:19:59.376128
"Aguiar, L. M. S.",1,300,2025-12-30T17:19:59.376128
"Aguiar, Larissa Andrade de",2,300,2025-12-30T17:19:59.376128
"Aguiar, Larissa dos Santos",3,300,2025-12-30T17:19:59.376128
"Aguiar, Laura Angel Cândido de",1,300,2025-12-30T17:19:59.376128
"Aguiar, Letícia de Oliveira Fraga de",1,300,2025-12-30T17:19:59.376128
"Aguiar, Lígia Maria Carlos",1,300,2025-12-30T17:19:59.376128
"Aguiar, Lileane Praia Portela de",1,300,2025-12-30T17:19:59.376128
"Aguiar, Lílian Rodrigues de Melo de",1,300,2025-12-30T17:19:59.376128
"Aguiar, Lorena Andrade de",2,300,2025-12-30T17:19:59.376128
"Aguiar, Luana Frossard Gomes de",1,300,2025-12-30T17:19:59.376128
"Aguiar, Luane da Conceição",2,300,2025-12-30T17:19:59.376128
"Aguiar, Lucas Barbosa de",3,300,2025-12-30T17:19:59.376128
"Aguiar, Lucas Correia",1,300,2025-12-30T17:19:59.376128
"Aguiar, Lucas Fernandes",1,300,2025-12-30T17:19:59.376128
"Aguiar, Luciana Mara Meireles",1,300,2025-12-30T17:19:59.376128
"Aguiar, Ludimar Lima de",1,300,2025-12-30T17:19:59.376128
"Aguiar, Ludmilla Moura de Souza",16,300,2025-12-30T17:19:59.376128
"Aguiar, Luiz Henrique Machado de",2,300,2025-12-30T17:19:59.376128
"Aguiar, Luiz Henrique Morais",1,300,2025-12-30T17:19:59.376128
"Aguiar, Manoel Robson",1,300,2025-12-30T17:19:59.376128
"Aguiar, Marcelo Araújo de Sales",1,300,2025-12-30T17:19:59.376128
"Aguiar, Marcelo Ribeiro Ferreira",1,300,2025-12-30T17:19:59.376128
"Aguiar, Marília R. A.",1,300,2025-12-30T17:19:59.376128
"Aguiar, Mário César de",1,300,2025-12-30T17:19:59.376128
"Aguiar, Mattheus Pereira da Silva",1,300,2025-12-30T17:19:59.376128
"Aguiar, Mirna Cibelle Barcelos de",1,300,2025-12-30T17:19:59.376128
"Aguiar, Narla Galeno de",1,300,2025-12-30T17:19:59.376128
"Aguiar, Patrícia Coutinho",1,300,2025-12-30T17:19:59.376128
"Aguiar, Pedro Victor Vilela de",1,300,2025-12-30T17:19:59.376128
"Aguiar, Rafael dos Reis",1,300,2025-12-30T17:19:59.376128
"Aguiar, Raiane Costa Coimbra de",1,350,2025-12-30T17:20:03.780086
"Aguiar, Raimundo Wagner de Souza",3,350,2025-12-30T17:20:03.780086
"Aguiar, Raphael Augusto Teixeira de",1,350,2025-12-30T17:20:03.780086
"Aguiar, Rebeka da Silva",1,350,2025-12-30T17:20:03.780086
"Aguiar, Regina Jodely Rodrigues Campos",1,350,2025-12-30T17:20:03.780086
"Aguiar, Renata Diniz",1,350,2025-12-30T17:20:03.780086
"Aguiar, Ricardo Santos de",1,350,2025-12-30T17:20:03.780086
"Aguiar, Roberto Armando Ramos de",2,350,2025-12-30T17:20:03.780086
"Aguiar, Rosilândia Ferreira de",1,350,2025-12-30T17:20:03.780086
"Aguiar, Sérgio Martin",1,350,2025-12-30T17:20:03.780086
"Aguiar, Tatiane Carneiro",1,350,2025-12-30T17:20:03.780086
"Aguiar, Verônica Brito",1,350,2025-12-30T17:20:03.780086
"Aguiar, Viviane de Araújo",1,350,2025-12-30T17:20:03.780086
"Aguiar, Giovanna Paiva",1,350,2025-12-30T17:20:03.780086
"Aguiar, Lucas Barbosa de",1,350,2025-12-30T17:20:03.780086
"Aguiar, Ludmilla M.S",1,350,2025-12-30T17:20:03.780086
"Aguiar, Marília da S.",1,350,2025-12-30T17:20:03.780086
"Aguiar, Ronaldo Conde",1,350,2025-12-30T17:20:03.780086
"Aguiari, Juliana Flor de",1,350,2025-12-30T17:20:03.780086
"Aguilar Morón, María A.",1,350,2025-12-30T17:20:03.780086
"Aguilar Pinto, Alejandra",1,350,2025-12-30T17:20:03.780086
"Aguilar, Ana Carolina Rodrigues",2,350,2025-12-30T17:20:03.780086
"Aguilar, Ana Maria Gouveia Cavalcanti",1,350,2025-12-30T17:20:03.780086
"Aguilar, H. Marcelo",1,350,2025-12-30T17:20:03.780086
"Aguilar, Luciana Fonseca de",2,350,2025-12-30T17:20:03.780086
"Aguilar, Matheus Araújo",1,350,2025-12-30T17:20:03.780086
"Aguilar, O. Mario",1,350,2025-12-30T17:20:03.780086
