Orientador,Frequencia,Offset,Timestamp_Coleta
"Abbad, Gardênia da Silva",51,0,2025-12-30T17:09:49.631030
"Abbas, Cláudia Jacy Barenco",3,0,2025-12-30T17:09:49.631030
"Abdalla Júnior, Humberto",21,0,2025-12-30T17:09:49.631030
"Abdalla-Filho, Elias",2,0,2025-12-30T17:09:49.631030
"Abdelnur, Patrícia Verardi",1,0,2025-12-30T17:09:49.631030
"Abers, Rebecca Neaera",26,0,2025-12-30T17:09:49.631030
"Abib, Fernando Cesar",1,0,2025-12-30T17:09:49.631030
"Abrahão, Júlia Issy",16,0,2025-12-30T17:09:49.631030
"Abrantes, Paulo Cesar Coelho",7,0,2025-12-30T17:09:49.631030
"Abreu, Alexandre Maduro",7,0,2025-12-30T17:09:49.631030
"Abreu, Breno Tenório Ramalho de",5,0,2025-12-30T17:09:49.631030
"Abreu, Delmary Vasconcelos de",25,0,2025-12-30T17:09:49.631030
"Abreu, Helana Célia de Freitas",1,0,2025-12-30T17:09:49.631030
"Abreu, Lucijane Monteiro de",22,0,2025-12-30T17:09:49.631030
"Abreu, Teresa Lúcia Muricy de",3,0,2025-12-30T17:09:49.631030
"Abreu-Rodrigues, Josele",27,0,2025-12-30T17:09:49.631030
"Acciarri, Cristina",6,0,2025-12-30T17:09:49.631030
"Accornero, Guya",1,0,2025-12-30T17:09:49.631030
"Adghirni, Zélia Leal",19,0,2025-12-30T17:09:49.631030
"Affonso Neto, Annibal",2,0,2025-12-30T17:09:49.631030
"Aggio, Natalia Maria",4,0,2025-12-30T17:09:49.631030
"Agostini-Costa, Tânia da Silveira",1,0,2025-12-30T17:09:49.631030
"Aguayo, Leonardo",1,0,2025-12-30T17:09:49.631030
"Aguiar, Alexandre Kehrig Veronese",13,0,2025-12-30T17:09:49.631030
"Aguiar, Antonio José Camillo de",8,0,2025-12-30T17:09:49.631030
"Aguiar, Carla Silva Rocha",2,0,2025-12-30T17:09:49.631030
"Aguiar, Ludmilla Moura de Souza",29,0,2025-12-30T17:09:49.631030
"Aguiar, Roberto Armando Ramos de",3,0,2025-12-30T17:09:49.631030
"Aguiar, Ronaldo Conde",1,0,2025-12-30T17:09:49.631030
"Akutsu, Rita de Cássia Coelho de Almeida",13,0,2025-12-30T17:09:49.631030
"Albernaz, Lorena Carneiro",1,0,2025-12-30T17:09:49.631030
"Albuquerque, Conceição de Maria Alves de",1,0,2025-12-30T17:09:49.631030
"Albuquerque, Éder Lima de",23,0,2025-12-30T17:09:49.631030
"Albuquerque, Lidiamar Barbosa",1,0,2025-12-30T17:09:49.631030
"Albuquerque, Olga Maria Ramalho de",2,0,2025-12-30T17:09:49.631030
"Albuquerque, P.M.Xavier de",1,0,2025-12-30T17:09:49.631030
"Albuquerque, Pedro Henrique Melo",9,0,2025-12-30T17:09:49.631030
"Albuquerque, Robson de Oliveira",6,0,2025-12-30T17:09:49.631030
"Albuquerque, Rodrigo",1,0,2025-12-30T17:09:49.631030
"Alcalde, Víctor Hugo Casanova",2,0,2025-12-30T17:09:49.631030
"Alchieri, Eduardo Adilio Pelinson",10,0,2025-12-30T17:09:49.631030
"Alencar, Cristina Miranda de",1,0,2025-12-30T17:09:49.631030
"Alencar, Ernandes Rodrigues de",13,0,2025-12-30T17:09:49.631030
"Alencar, Eunice Maria Lima Soriano de",3,0,2025-12-30T17:09:49.631030
"Alfaro, Sadek Crisóstomo Absi",26,0,2025-12-30T17:09:49.631030
"Alfinito, Solange",15,0,2025-12-30T17:09:49.631030
"Alho, Cleber José Rodrigues",5,0,2025-12-30T17:09:49.631030
"Aliabadi, M. H.",1,0,2025-12-30T17:09:49.631030
"Aliaga Fuentes, Maribel Del Carmen",2,0,2025-12-30T17:09:49.631030
"Almarza, Sara",16,0,2025-12-30T17:09:49.631030
"Almeida Filho, Eclair Antonio",17,50,2025-12-30T17:09:51.855538
"Almeida Filho, Eclair de",1,50,2025-12-30T17:09:51.855538
"Almeida Filho, José Carlos Paes de",42,50,2025-12-30T17:09:51.855538
"Almeida Junior, Jose Maria Gonçalves de",1,50,2025-12-30T17:09:51.855538
"Almeida Júnior, Nalvo Franco",1,50,2025-12-30T17:09:51.855538
"Almeida Neto, Mário",1,50,2025-12-30T17:09:51.855538
"Almeida, Alexandre Nascimento de",23,50,2025-12-30T17:09:51.855538
"Almeida, Angela Maria de Oliveira",13,50,2025-12-30T17:09:51.855538
"Almeida, Débora Cristina Rezende de",13,50,2025-12-30T17:09:51.855538
"Almeida, Dulce Maria Filgueira de",17,50,2025-12-30T17:09:51.855538
"Almeida, Eneá de Stutz e",15,50,2025-12-30T17:09:51.855538
"Almeida, Fernanda Vasconcelos de",7,50,2025-12-30T17:09:51.855538
"Almeida, Inês Maria Marques Zanforlin Pires de",44,50,2025-12-30T17:09:51.855538
"Almeida, Jaime de",22,50,2025-12-30T17:09:51.855538
"Almeida, Jaime Gonçalves de",31,50,2025-12-30T17:09:51.855538
"Almeida, João Ricardo Moreira de",13,50,2025-12-30T17:09:51.855538
"Almeida, Júlio César Franco",1,50,2025-12-30T17:09:51.855538
"Almeida, Maria Cecília Pedreira de",6,50,2025-12-30T17:09:51.855538
"Almeida, Maria das Graças Gardoni",1,50,2025-12-30T17:09:51.855538
"Almeida, Maria do Rosário Guimarães",1,50,2025-12-30T17:09:51.855538
"Almeida, Maria Marques Zanforlin Pires de",1,50,2025-12-30T17:09:51.855538
"Almeida, Pedro Paulo Palazzo de",9,50,2025-12-30T17:09:51.855538
"Almeida, Ricardo Miyasaka de",9,50,2025-12-30T17:09:51.855538
"Almeida, Ricardo Titze de",16,50,2025-12-30T17:09:51.855538
"Almeida, Rodrigo Bonifácio de",17,50,2025-12-30T17:09:51.855538
"Almeida, Tânia Mara Campos de",22,50,2025-12-30T17:09:51.855538
"Almeida, Tati de",3,50,2025-12-30T17:09:51.855538
"Almeida, Vanessa Borges de",15,50,2025-12-30T17:09:51.855538
"Almeida, Wagner Santos de",4,50,2025-12-30T17:09:51.855538
"Almeida, Wellington Lourenço de",9,50,2025-12-30T17:09:51.855538
"Aló, Raquel Moreira",2,50,2025-12-30T17:09:51.855538
"Alonso López, Ramón Fabian",8,50,2025-12-30T17:09:51.855538
"Altafin, Iara Guimarães",2,50,2025-12-30T17:09:51.855538
"Alvarenga, Carlos José Souza de",12,50,2025-12-30T17:09:51.855538
"Alvarenga, Lídia",1,50,2025-12-30T17:09:51.855538
"Alvarenga, Magali Barçante",5,50,2025-12-30T17:09:51.855538
"Álvares, Alberto José",20,50,2025-12-30T17:09:51.855538
"Alvares, Lillian Maria Araújo de Rezende",17,50,2025-12-30T17:09:51.855538
"Alvarez, Maria Luisa Ortíz",3,50,2025-12-30T17:09:51.855538
"Alvarez, Rosicler Rocha Aiza",9,50,2025-12-30T17:09:51.855538
"Alves, Aline Teixeira",2,50,2025-12-30T17:09:51.855538
"Alves, Ana Cristina de Jesus",7,50,2025-12-30T17:09:51.855538
"Alves, Carlos André de Melo",12,50,2025-12-30T17:09:51.855538
"Alves, Cecília Brito",2,50,2025-12-30T17:09:51.855538
"Alves, Conceição de Maria Albuquerque",18,50,2025-12-30T17:09:51.855538
"Alves, Elioenai Dornelles",26,50,2025-12-30T17:09:51.855538
"Alves, Fernando Mascarenhas",12,50,2025-12-30T17:09:51.855538
"Alves, Flávia de Castro",6,50,2025-12-30T17:09:51.855538
"Alves, Geraldo Eleno Silveira",1,50,2025-12-30T17:09:51.855538
"Alves, Isabel Teresa Gama",14,50,2025-12-30T17:09:51.855538
"Alves, Janaína Soares",2,100,2025-12-30T17:09:54.094957
"Alves, Janaína Soares de Oliveira",3,100,2025-12-30T17:09:54.094957
"Alves, José Carlos Moreira",2,100,2025-12-30T17:09:54.094957
"Alves, Maria Elaene Rodrigues",1,100,2025-12-30T17:09:54.094957
"Alves, Ministro Moreira",1,100,2025-12-30T17:09:54.094957
"Alves, Plinio Ricardo Ganime",4,100,2025-12-30T17:09:54.094957
"Alves, Soraya Ferreira",16,100,2025-12-30T17:09:54.094957
"Alves, Vander Ramos",16,100,2025-12-30T17:09:54.094957
"Alvim, Clara de Andrade",1,100,2025-12-30T17:09:54.094957
"Alvim, Pedro de Andrade",4,100,2025-12-30T17:09:54.094957
"Amabile, Renato Fernando",1,100,2025-12-30T17:09:54.094957
"Amado, Adriana Moreira",11,100,2025-12-30T17:09:54.094957
"Amado, Veronica Moreira",8,100,2025-12-30T17:09:54.094957
"Amaral, Dino Macedo",1,100,2025-12-30T17:09:54.094957
"Amaral, Luciene Ferreira Gaspar",2,100,2025-12-30T17:09:54.094957
"Amaral, Sueli Angélica do",27,100,2025-12-30T17:09:54.094957
"Amaro, José Luis Martinez",7,100,2025-12-30T17:09:54.094957
"Amaro, Rosana",4,100,2025-12-30T17:09:54.094957
"Amato, Angélica Amorim",39,100,2025-12-30T17:09:54.094957
"Amato, Daniela Amorim",1,100,2025-12-30T17:09:54.094957
"Amato, Marco Antonio",13,100,2025-12-30T17:09:54.094957
"Amazonas, Maurício de Carvalho",10,100,2025-12-30T17:09:54.094957
"Amiel, Tel",5,100,2025-12-30T17:09:54.094957
"Amorim, Ariuska Karla Barbosa",17,100,2025-12-30T17:09:54.094957
"Amorim, Cláudia Naves David",37,100,2025-12-30T17:09:54.094957
"Amorim, Fábio Ferreira",4,100,2025-12-30T17:09:54.094957
"Amorim, José Salomão David",2,100,2025-12-30T17:09:54.094957
"Amorim, Karla Patrícia Cardoso",1,100,2025-12-30T17:09:54.094957
"Amorim, Ricardo Santos Silva",1,100,2025-12-30T17:09:54.094957
"Amorim, Rivadávio Fernandes Batista de",11,100,2025-12-30T17:09:54.094957
"Amorim, Ronni Geraldo Gomes de",27,100,2025-12-30T17:09:54.094957
"Amparo, Deise Matos do",26,100,2025-12-30T17:09:54.094957
"Amvame-Nze, Georges Daniel",13,100,2025-12-30T17:09:54.094957
"Ancona Lopez, André Porto",20,100,2025-12-30T17:09:54.094957
"Andorno, Roberto",1,100,2025-12-30T17:09:54.094957
"Andrada, Alexandre Flávio Silva",5,100,2025-12-30T17:09:54.094957
"Andrade Filho, João Evangelista de",1,100,2025-12-30T17:09:54.094957
"Andrade, Alan Carvalho",3,100,2025-12-30T17:09:54.094957
"Andrade, Bernardo Borba de",5,100,2025-12-30T17:09:54.094957
"Andrade, Carlos Kleber Zago de",25,100,2025-12-30T17:09:54.094957
"Andrade, Eduardo Dias de",1,100,2025-12-30T17:09:54.094957
"Andrade, Erika dos Reis Gusmão",1,100,2025-12-30T17:09:54.094957
"Andrade, Jairo Eduardo Borges",4,100,2025-12-30T17:09:54.094957
"Andrade, Joanlise Marco de Leon",4,100,2025-12-30T17:09:54.094957
"Andrade, Joaquim Pinto de",30,100,2025-12-30T17:09:54.094957
"Andrade, Josemberg Moura de",10,100,2025-12-30T17:09:54.094957
"Andrade, Laise Rodrigues de",1,100,2025-12-30T17:09:54.094957
"Andrade, Liza Maria Souza de",17,100,2025-12-30T17:09:54.094957
"Andrade, Manoel Pereira de",1,100,2025-12-30T17:09:54.094957
"Andrade, Marcelino Monteiro de",9,100,2025-12-30T17:09:54.094957
"Andrade, Mariana Malard Sales",1,150,2025-12-30T17:09:56.310204
"Andrade, Mariana Rosa Mastrella de",25,150,2025-12-30T17:09:56.310204
"Andrade, Michelle",18,150,2025-12-30T17:09:56.310204
"Andrade, Miguel Gally de",13,150,2025-12-30T17:09:56.310204
"Andrade, Rafael Leite Pinto de",1,150,2025-12-30T17:09:56.310204
"Andrade, Renata Marson Teixeira de",1,150,2025-12-30T17:09:56.310204
"Andrade, Rosângela Vieira de",1,150,2025-12-30T17:09:56.310204
"Andrade, Vanessa Carvalho de",18,150,2025-12-30T17:09:56.310204
"Anflor, Carla Tatiana Mota",16,150,2025-12-30T17:09:56.310204
"Angarita, Jorge Andrés Cormane",1,150,2025-12-30T17:09:56.310204
"Ângelo, Humberto",25,150,2025-12-30T17:09:56.310204
"Anjos, Juarez José Tuchinski dos",8,150,2025-12-30T17:09:56.310204
"Anjos, Rafael Sanzio Araújo dos",21,150,2025-12-30T17:09:56.310204
"Antloga, Carla Sabrina Xavier",14,150,2025-12-30T17:09:56.310204
"Antunes, Alexandre Araujo",1,150,2025-12-30T17:09:56.310204
"Antunes, Jorge de Freitas",1,150,2025-12-30T17:09:56.310204
"Antunes, Walda de Andrade",5,150,2025-12-30T17:09:56.310204
"Aparecida, Ana Paula Caixeta",1,150,2025-12-30T17:09:56.310204
"Aparecida, Geralda Dias",6,150,2025-12-30T17:09:56.310204
"Aquino, Renata",1,150,2025-12-30T17:09:56.310204
"Aquino, Tomás de",1,150,2025-12-30T17:09:56.310204
"Aragão, Eugênio José Guilherme de",2,150,2025-12-30T17:09:56.310204
"Aragão, Francisco José Lima",31,150,2025-12-30T17:09:56.310204
"Aragão, Joaquim José Guilherme de",21,150,2025-12-30T17:09:56.310204
"Aragão, Luiz Tarlei de",1,150,2025-12-30T17:09:56.310204
"Aranha, Diego de Freitas",1,150,2025-12-30T17:09:56.310204
"Aranha, Márcio Iorio",13,150,2025-12-30T17:09:56.310204
"Araújo Filho, José Oswaldo de",1,150,2025-12-30T17:09:56.310204
"Araújo Júnior, Rogério Henrique de",24,150,2025-12-30T17:09:56.310204
"Araújo Neto, Lineu da Costa",3,150,2025-12-30T17:09:56.310204
"Araújo Neto, Mário Diniz de",10,150,2025-12-30T17:09:56.310204
"Araújo Sobrinho, Fernando Luiz",40,150,2025-12-30T17:09:56.310204
"Araújo Sobrinho, Fernando Luíz",3,150,2025-12-30T17:09:56.310204
"Araújo, Adriana de Fátima Barbosa",5,150,2025-12-30T17:09:56.310204
"Araújo, Aletéia Patrícia Favacho de",10,150,2025-12-30T17:09:56.310204
"Araújo, Alexandre Fernandes Bamberg de",3,150,2025-12-30T17:09:56.310204
"Araujo, Ana Claudia Guerra de",2,150,2025-12-30T17:09:56.310204
"Araújo, André Gustavo de Melo",7,150,2025-12-30T17:09:56.310204
"Araújo, Aneide Oliveira",22,150,2025-12-30T17:09:56.310204
"Araújo, Antônio Francisco Pereira de",4,150,2025-12-30T17:09:56.310204
"Araújo, Caetano Ernesto Pereira de",3,150,2025-12-30T17:09:56.310204
"Araújo, Carla Nunes de",10,150,2025-12-30T17:09:56.310204
"Araújo, Claisy Maria Marinho",26,150,2025-12-30T17:09:56.310204
"Araújo, Daniel Costa",2,150,2025-12-30T17:09:56.310204
"Araújo, Daniel Mendes Pereira Ardisson de",1,150,2025-12-30T17:09:56.310204
"Araújo, Daniel Teixeira da Costa",4,150,2025-12-30T17:09:56.310204
"Araujo, Edilberto A. de",1,150,2025-12-30T17:09:56.310204
"Araújo, Felipe Saldanha de",11,150,2025-12-30T17:09:56.310204
"Araújo, Gregório Luís Silva",17,150,2025-12-30T17:09:56.310204
"Araújo, José Alexander",37,150,2025-12-30T17:09:56.310204
"Araújo, Juliana Forte Mazzeu de",22,200,2025-12-30T17:09:58.529835
"Araújo, Kellcio Oliveira",6,200,2025-12-30T17:09:58.529835
"Araújo, Kleber Villela",1,200,2025-12-30T17:09:58.529835
"Araújo, Luiz Alberto D’Ávila de",1,200,2025-12-30T17:09:58.529835
"Araújo, Nadjar Nitz Silva Lociks de",13,200,2025-12-30T17:09:58.529835
"Araújo, Neuza de Farias",17,200,2025-12-30T17:09:58.529835
"Araújo, Nivalda Assunção de",15,200,2025-12-30T17:09:58.529835
"Araújo, Raimundo Luiz Silva",1,200,2025-12-30T17:09:58.529835
"Araújo, Ricardo",11,200,2025-12-30T17:09:58.529835
"Araújo, Ricardo Silva Azevedo",10,200,2025-12-30T17:09:58.529835
"Araujo, Ronaldo Marcos de Lima",1,200,2025-12-30T17:09:58.529835
"Araújo, Shadia Husseini de",6,200,2025-12-30T17:09:58.529835
"Araújo, Suely Mara Vaz Guimarães de",4,200,2025-12-30T17:09:58.529835
"Araújo, Tatiane Regina Petrillo Pires de",1,200,2025-12-30T17:09:58.529835
"Araújo, Tereza Cristina Cavalcanti Ferreira de",35,200,2025-12-30T17:09:58.529835
"Araújo, Wildo Navegantes de",26,200,2025-12-30T17:09:58.529835
"Araújo, Wilma Maria Coelho",24,200,2025-12-30T17:09:58.529835
"Arbache Filho, Jorge Saba",9,200,2025-12-30T17:09:58.529835
"Arboleda, Daniel Maurício Munoz",3,200,2025-12-30T17:09:58.529835
"Areda, Camila Alves",3,200,2025-12-30T17:09:58.529835
"Argañaraz, Enrique Roberto",10,200,2025-12-30T17:09:58.529835
"Arraes, Flávia Cristina Cruz Lamberti",9,200,2025-12-30T17:09:58.529835
"Arraes, Virgílio Caixeta",19,200,2025-12-30T17:09:58.529835
"Arruda, Fabiana Serra de",12,200,2025-12-30T17:09:58.529835
"Arruda, Sandra Fernandes",12,200,2025-12-30T17:09:58.529835
"Assad, Luis Tadeu",2,200,2025-12-30T17:09:58.529835
"Assis, André Pacheco de",55,200,2025-12-30T17:09:58.529835
"Assis, André Pacho de",1,200,2025-12-30T17:09:58.529835
"Assis, Arthur Alfaix",12,200,2025-12-30T17:09:58.529835
"Assumpção, Marcelo Sousa",1,200,2025-12-30T17:09:58.529835
"Assunção, Nivalda",1,200,2025-12-30T17:09:58.529835
"Athayde, Pedro Fernando Avalone",7,200,2025-12-30T17:09:58.529835
"Athayde, Pedro Fernando Avalone de",5,200,2025-12-30T17:09:58.529835
"Atienza Rodríguez, Manuel",1,200,2025-12-30T17:09:58.529835
"Atienza, Manuel",1,200,2025-12-30T17:09:58.529835
"Atik, Fernando Antibas",7,200,2025-12-30T17:09:58.529835
"Avalle, Gustavo Leonel Gilardoni",4,200,2025-12-30T17:09:58.529835
"Avanzi, Maria Rita",14,200,2025-12-30T17:09:58.529835
"Avelar, Lúcia Mercês de",11,200,2025-12-30T17:09:58.529835
"Avelino, Daniel Pitangueira de",1,200,2025-12-30T17:09:58.529835
"Avellar, Isa Gomes Jorge de",1,200,2025-12-30T17:09:58.529835
"Avena, Biagio Mauricio",5,200,2025-12-30T17:09:58.529835
"Aveni, Alessandro",3,200,2025-12-30T17:09:58.529835
"Aversi-Ferreira, Tales Alexandre",1,200,2025-12-30T17:09:58.529835
"Aviani, Francisco Leite",2,200,2025-12-30T17:09:58.529835
"Ávila, Antônio Carlos de",1,200,2025-12-30T17:09:58.529835
"Ávila, Marcos Pereira de",7,200,2025-12-30T17:09:58.529835
"Ávila, Mário Lúcio de",25,200,2025-12-30T17:09:58.529835
"Avila, Suzana Moreira",13,200,2025-12-30T17:09:58.529835
"Àvila, Suzana Moreira",1,200,2025-12-30T17:09:58.529835
"Ayala-Rincón, Mauricio",25,250,2025-12-30T17:10:00.759488
"Aydos, Ricardo Dutra",7,250,2025-12-30T17:10:00.759488
"Azevedo, Aldo Antonio de",10,250,2025-12-30T17:10:00.759488
"Azevedo, Ana Vicentini de",3,250,2025-12-30T17:10:00.759488
"Azevedo, Arthur Vicentini Ferreira de",2,250,2025-12-30T17:10:00.759488
"Azevedo, David Lima",10,250,2025-12-30T17:10:00.759488
"Azevedo, Denise Barros de",2,250,2025-12-30T17:10:00.759488
"Azevedo, Maria Cristina de Carvalho Cascelli de",21,250,2025-12-30T17:10:00.759488
"Azevedo, Monalisa Ferreira",4,250,2025-12-30T17:10:00.759488
"Azevêdo, Paulo Henrique",9,250,2025-12-30T17:10:00.759488
"Azevedo, Ricardo Bentes de",42,250,2025-12-30T17:10:00.759488
"Azevedo, Ricardo Silva Araújo",1,250,2025-12-30T17:10:00.759488
"Azevedo, Vânia Cristina Rennó",1,250,2025-12-30T17:10:00.759488
"Bacelar, Agatha Pitombo",1,250,2025-12-30T17:10:00.759488
"Bachelard, Suzanne",1,250,2025-12-30T17:10:00.759488
"Bagno, Marcos Araújo",9,250,2025-12-30T17:10:00.759488
"Bahmad Júnior, Fayez",33,250,2025-12-30T17:10:00.759488
"Baines, Stephen Grant",32,250,2025-12-30T17:10:00.759488
"Bakuzis, Peter",1,250,2025-12-30T17:10:00.759488
"Balaban, Marcelo",11,250,2025-12-30T17:10:00.759488
"Balestro, Moisés Villamil",29,250,2025-12-30T17:10:00.759488
"Balthazar, Jose Carlos",1,250,2025-12-30T17:10:00.759488
"Bambirra, Vânia",1,250,2025-12-30T17:10:00.759488
"Bampi, Luciana Neves da Silva",9,250,2025-12-30T17:10:00.759488
"Bandeira, Lourdes",1,250,2025-12-30T17:10:00.759488
"Bandeira, Lourdes Maria",32,250,2025-12-30T17:10:00.759488
"Báo, Sônia Nair",42,250,2025-12-30T17:10:00.759488
"Baptista, Dulce Maria",7,250,2025-12-30T17:10:00.759488
"Baptista, Gustavo Macedo de Mello",27,250,2025-12-30T17:10:00.759488
"Baptista, Joice de Aguiar",3,250,2025-12-30T17:10:00.759488
"Baptista, Márcio Benedito",1,250,2025-12-30T17:10:00.759488
"Baptista, Sofia Galvão",32,250,2025-12-30T17:10:00.759488
"Bara, Olivier",1,250,2025-12-30T17:10:00.759488
"Baranow, Ulf Gregor",3,250,2025-12-30T17:10:00.759488
"Barbalho, Alexandre de Almeida",1,250,2025-12-30T17:10:00.759488
"Barbalho, Sanderson César Macêdo",17,250,2025-12-30T17:10:00.759488
"Barbara, Tania Cristina Morais Santa",1,250,2025-12-30T17:10:00.759488
"Barbato, Silviane Bonaccorsi",31,250,2025-12-30T17:10:00.759488
"Barbieri, Ana Rita",1,250,2025-12-30T17:10:00.759488
"Barbosa Filho, Nelson Henrique",3,250,2025-12-30T17:10:00.759488
"Barbosa Júnior, Helio Vilela",1,250,2025-12-30T17:10:00.759488
"Barbosa, Adriana de Fátima Alexandrino Lima",7,250,2025-12-30T17:10:00.759488
"Barbosa, Etienne Baldez Louzada",9,250,2025-12-30T17:10:00.759488
"Barbosa, Fabiano Alvim",3,250,2025-12-30T17:10:00.759488
"Barbosa, João Alexandre Ribeiro Gonçalves",8,250,2025-12-30T17:10:00.759488
"Barbosa, Larissa Ferreira Regis",1,250,2025-12-30T17:10:00.759488
"Barbosa, Lívia",4,250,2025-12-30T17:10:00.759488
"Barbosa, Lúcia Maria de Assunção",21,250,2025-12-30T17:10:00.759488
"Barbosa, Marco Aurélio Alves",3,250,2025-12-30T17:10:00.759488
"Barbosa, Maria Alves",4,250,2025-12-30T17:10:00.759488
"Barbosa, Nelson",1,300,2025-12-30T17:10:02.992531
"Barbosa, Paola Ferreira",3,300,2025-12-30T17:10:02.992531
"Barbosa, Sheila Cristina Tolentino",1,300,2025-12-30T17:10:02.992531
"Barbosa, Sidney",30,300,2025-12-30T17:10:02.992531
"Barbosa, Swedenberger do Nascimento",1,300,2025-12-30T17:10:02.992531
"Barbosa, Ycarim Melgaço",1,300,2025-12-30T17:10:02.992531
"Barçante, Magali",1,300,2025-12-30T17:10:02.992531
"Barcellos, Vicente de Paulo Quintella",4,300,2025-12-30T17:10:02.992531
"Bareicha, Paulo Sérgio de Andrade",23,300,2025-12-30T17:10:02.992531
"Baroneza, José Eduardo",5,300,2025-12-30T17:10:02.992531
"Barra, Gustavo Barcelos",8,300,2025-12-30T17:10:02.992531
"Barral, Uidemar Morais",1,300,2025-12-30T17:10:02.992531
"Barreto Filho, Henyo Trindade",3,300,2025-12-30T17:10:02.992531
"Barreto, André Noll",11,300,2025-12-30T17:10:02.992531
"Barreto, Cristiane Gomes",15,300,2025-12-30T17:10:02.992531
"Barreto, Jorge Otávio Maia",2,300,2025-12-30T17:10:02.992531
"Barreto, Júnia Regina de Faria",14,300,2025-12-30T17:10:02.992531
"Barreto, Livia Cristina Lira de Sá",8,300,2025-12-30T17:10:02.992531
"Barreto, Patrícia Regina Pereira",1,300,2025-12-30T17:10:02.992531
"Barreto, Priscila América Solis Mendez",12,300,2025-12-30T17:10:02.992531
"Barreto, Priscila Solis",1,300,2025-12-30T17:10:02.992531
"Barretto Filho, Henyo Trindade",20,300,2025-12-30T17:10:02.992531
"Barrios González, Alia Maria",9,300,2025-12-30T17:10:02.992531
"Barrios, Vicente Carlos Martinez",1,300,2025-12-30T17:10:02.992531
"Barros, Ana Flávia",2,300,2025-12-30T17:10:02.992531
"Barros, Ana Flávia Granja e",6,300,2025-12-30T17:10:02.992531
"Barros, Antonio Teixeira de",1,300,2025-12-30T17:10:02.992531
"Barros, Flávia Lessa de",4,300,2025-12-30T17:10:02.992531
"Barros, Jônatas de França",21,300,2025-12-30T17:10:02.992531
"Barros, Lucas Vieira",4,300,2025-12-30T17:10:02.992531
"Barros, Marília",20,300,2025-12-30T17:10:02.992531
"Barros, Mariluza Araújo Granja e",2,300,2025-12-30T17:10:02.992531
"Barros, Raphael Boechat",7,300,2025-12-30T17:10:02.992531
"Barroso Filho, Wilton",13,300,2025-12-30T17:10:02.992531
"Barroso Neto, Nilton Moura",6,300,2025-12-30T17:10:02.992531
"Barroso, Ana Beatriz de Paiva Costa",1,300,2025-12-30T17:10:02.992531
"Barroso, Eloisa Pereira",27,300,2025-12-30T17:10:02.992531
"Barroso, Eloísa Pereira",1,300,2025-12-30T17:10:02.992531
"Barroso, Hayeska Costa",3,300,2025-12-30T17:10:02.992531
"Barroso, Maria Veralice",1,300,2025-12-30T17:10:02.992531
"Barroso, Nilton",1,300,2025-12-30T17:10:02.992531
"Bartholo Junior, Roberto dos Santos",2,300,2025-12-30T17:10:02.992531
"Basali, Rogério Alessandro de Mello",1,300,2025-12-30T17:10:02.992531
"Baseia, Basilio",1,300,2025-12-30T17:10:02.992531
"Bastos Júnior, Raimundo de Araújo",10,300,2025-12-30T17:10:02.992531
"Bastos, Cristina Schetino",14,300,2025-12-30T17:10:02.992531
"Bastos, Fernando",3,300,2025-12-30T17:10:02.992531
"Bastos, Hermenegildo José de Menezes",16,300,2025-12-30T17:10:02.992531
"Bastos, Izabela Marques Dourado",11,300,2025-12-30T17:10:02.992531
"Batista, Analia Laura Soria",7,300,2025-12-30T17:10:02.992531
"Batista, Carlos Marcos",11,350,2025-12-30T17:10:05.214046
"Batista, Kátia Torres",1,350,2025-12-30T17:10:05.214046
"Batista, Pérola de Oliveira Magalhães Dias",21,350,2025-12-30T17:10:05.214046
"Bauchspiess, Adolfo",12,350,2025-12-30T17:10:05.214046
"Bauer, Elton",49,350,2025-12-30T17:10:05.214046
"Baumann, Renato",1,350,2025-12-30T17:10:05.214046
"Bazzo, Yris Maria Fonseca",2,350,2025-12-30T17:10:05.214046
"Beaklini Filho, José Felippe",6,350,2025-12-30T17:10:05.214046
"Becard, Danielly Silva Ramos",5,350,2025-12-30T17:10:05.214046
"Bécard, Danielly Silva Ramos",5,350,2025-12-30T17:10:05.214046
"Becchio, Raúl",1,350,2025-12-30T17:10:05.214046
"Becker, Vitor Osmar",1,350,2025-12-30T17:10:05.214046
"Belloni, José Ângelo",1,350,2025-12-30T17:10:05.214046
"Bellotto, Valéria Regina",5,350,2025-12-30T17:10:05.214046
"Bellozi, Paula Maria Quaglio",1,350,2025-12-30T17:10:05.214046
"Bem, Andreza Fabro de",7,350,2025-12-30T17:10:05.214046
"Bemquerer, Marcelo Porto",2,350,2025-12-30T17:10:05.214046
"Benck, Rossana Travassos",1,350,2025-12-30T17:10:05.214046
"Beni, Mário Carlos",3,350,2025-12-30T17:10:05.214046
"Bennett, Richard",1,350,2025-12-30T17:10:05.214046
"Bensusan, Hilan",14,350,2025-12-30T17:10:05.214046
"Bensusan, Hilan Nissior",9,350,2025-12-30T17:10:05.214046
"Bentancurt, Juan José Verdesio",1,350,2025-12-30T17:10:05.214046
"Bento, Berenice Alves de Melo",5,350,2025-12-30T17:10:05.214046
"Benvenuti, Marcelo Frota Lobato",4,350,2025-12-30T17:10:05.214046
"Benvindo, Juliano Zaiden",21,350,2025-12-30T17:10:05.214046
"Benzaken, Adele Schwartz",1,350,2025-12-30T17:10:05.214046
"Beraldo, Paulo Sérgio Siebra",2,350,2025-12-30T17:10:05.214046
