dc.title[pt_BR],dc.identifier.uri,dc.date.issued[pt]
Análise da recuperação do genitor recorrente em maracujazeiro-azedo por meio de marcadores RAPD,http://repositorio.unb.br/handle/10482/6771,2009-03
Food neophobia in children with autistic spectrum disorder (ASD) : a nationwide study in Brazil,http://repositorio2.unb.br/jspui/handle/10482/46396,2022-12-06
Trabalho e qualificação profissional durante a pandemia da Covid-19,https://repositorio.unb.br/handle/10482/41453,2020-11
A institucionalização das práticas de monitoramento e avaliação : desafios e perspectivas na visão dos gestores estaduais do Sistema Único de Saúde (SUS),http://repositorio.unb.br/handle/10482/22826,2017-01
Avaliação emancipadora : educação de jovens e adultos e educação profissional,https://repositorio.unb.br/handle/10482/37897,2018
Reflexões sobre a informática no ensino da Biblioteconomia,http://repositorio.unb.br/handle/10482/5358http://repositorio.unb.br/handle/10482/5358,1991-07
Fatores associados a agressões por desconhecidos entre jovens do sexo masculino atendidos em serviços de urgência e emergência : estudo de casos e controles,https://repositorio.unb.br/handle/10482/36433,2019
Tratamento termomecânico e seus efeitos nas propriedades da Simarouba amara (Aubl.),http://repositorio.unb.br/handle/10482/30456,2016-10
"Profile of pediatric eye trauma at Hospital de Base do Distrito Federal (HBDF), Brasília, Brazil",http://repositorio.unb.br/handle/10482/30266,2016-07
Reflections on the extinction of the National Council for Food and Nutrition Security and the confrontation of Covid-19 in Brazil,https://repositorio.unb.br/handle/10482/39682,2020
"The Triatomines of Northern Peru, with Emphasis on the Ecology and Infection by Trypanosomes of Rhodnius ecuadoriensis (Triatominae)",http://repositorio.unb.br/handle/10482/20349,2002-03
As vicissitudes da pesquisa e da teoria no campo da política social,http://repositorio.unb.br/handle/10482/6981,2001
"Mudança estrutural, hiato tecnológico e capital humano em um modelo norte-sul de crescimento com restrição de balanço de pagamentos",https://repositorio.unb.br/handle/10482/36299,2019
Comissão de saúde da assembléia legislativa de Goiás : espaço de controle social na definição de políticas estaduais de saúde?,http://repositorio.unb.br/handle/10482/11498,2009-07
As metrópoles do interior do Nordeste : a caracterização de um tipo metropolitano regional,http://repositorio.unb.br/handle/10482/30932,2017-09
"Using group decision-making to assess the negative environmental, social and economic impacts of unstable rock salt mines in Maceio, Brazil",http://repositorio.unb.br/handle/10482/48549,2023-10
É possível desvirtuar a participação social na gestão dos recursos hídricos? : análise espacial aplicada ao Comitê de Bacia Hidrográfica do rio Paraguaçu (BA),http://repositorio.unb.br/handle/10482/24726,2012
"Macunaima : to be and not to be, that is the question",http://repositorio.unb.br/handle/10482/18385,1993
Metodologia para avaliação da sustentabilidade de habitações de interesse social com foco no projeto,http://repositorio.unb.br/handle/10482/28592,2012-03
"Soil physical quality in agricultural systems on the Cerrado of Piauí State, Brazil",http://repositorio.unb.br/handle/10482/33285,2018
Fluency profile : comparison between Brazilian and European Portuguese speakers,http://repositorio.unb.br/handle/10482/29491,2014-11
Effects of soil-structure interaction in seismic analysis of buildings with multiple pressurized tuned liquid column dampers,https://repositorio.unb.br/handle/10482/36546,2019
Em tempo de coronavírus,https://repositorio.unb.br/handle/10482/40007,2020-06-04
Sex differences in blood pressure regulation during ischemic isometric exercise : the role of the β-adrenergic receptors,https://repositorio.unb.br/handle/10482/38005,2019-08-10
"Políticas de gestão de pessoas, confiança e bem-estar : estudo em uma multinacional",http://repositorio.unb.br/handle/10482/28562,2012-08
Análise macroscópica e histomorfométrica da região de transição esofagogástrica de equinos de tração,http://repositorio.unb.br/handle/10482/16277,2011-09
Regulando o regulador: a proposta do governo e a Anatel||Regulating the regulator: the government's proposal and Anatel,http://repositorio.unb.br/handle/10482/26771,2006
Risco de glicemia instável em pessoas idosas com diabetes mellitus tipo 2,http://repositorio2.unb.br/jspui/handle/10482/46693,2022-12-16
Comparison of two methods for in vitro multiplication of Radopholus similis and Pratylenchus brachyurus in carrot cylinders,http://repositorio.unb.br/handle/10482/12391,2012-08
Trabalho de equipe em reabilitação : um estudo sobre a percepção individual e grupal dos profissionais de saúde,http://repositorio.unb.br/handle/10482/27520,2009-08
Mortality of Dipetalogaster maximus (uhler) in response to temperature and humidity,http://repositorio.unb.br/handle/10482/25046,1984-03
Sofrimento e adoecimento dos vendedores de uma empresa de material de construção,http://repositorio.unb.br/handle/10482/27483,2009
Benefits of using polymeric nanoparticles in breast cancer treatment : a systematic review,http://repositorio.unb.br/handle/10482/46999,2023-10-08
Os compostos no crioulo português da Guiné-Bissau,http://repositorio.unb.br/handle/10482/7297,2009
A aplicação da técnica de análise de sentimento em mídias sociais como instrumento para as práticas da gestão social em nível governamental,https://repositorio.unb.br/handle/10482/36236,2019-02
Agricultural input modifies trophic niche and basal energy source of a top predator across human-modified landscapes,http://repositorio.unb.br/handle/10482/48329,2023-06-01
O Programa Nacional de Bolsa Escola e as ações afirmativas no campo educacional,http://repositorio.unb.br/handle/10482/26076,2003
Encontro entre ciências sociais e candomblé baiano: produção científica e engajamento político-cultural: entrevista com Vivaldo da Costa Lima,http://repositorio.unb.br/handle/10482/27497,2009
"Regeneração de espécies arbóreas e relações com componente adulto em uma floresta estacional no vale do rio Uruguai, Brasil",http://repositorio.unb.br/handle/10482/28386,2012-03
Estudo anatômico das artérias da base do encéfalo em gatos (Felis catus domesticus),http://repositorio.unb.br/handle/10482/7721,2006
"Principais causas da mortalidade na infância no Brasil, em 1990 e 2015 : estimativas do estudo de Carga Global de Doença",http://repositorio.unb.br/handle/10482/30815,2017-05
Cosmodança,https://repositorio.unb.br/handle/10482/44603,2021-08-14
Patriotas esquecidos||Forgotten patriots,http://repositorio.unb.br/handle/10482/27790,2010
"Estudo clínico da malária falciparum em crianças em Manaus, AM, Brasil",http://repositorio.unb.br/handle/10482/25581,2000-04
Bioética e habitação : leitura ética sobre as ocupações urbanas no centro do Rio de Janeiro,http://repositorio.unb.br/handle/10482/18498,2013
"Infecção pulmonar fatal por Lagochilascaris sp., provavelmente Lagochilascaris minor Leiper, 1909",http://repositorio.unb.br/handle/10482/25062,1985-02
Uso da Uréia como suplemento protéico na dieta de doadoras e receptoras de embriões bovinos,http://repositorio.unb.br/handle/10482/7027,2003
Female urinary incontinence : quality of life comparison on reproductive age and postmenopausal period,http://repositorio.unb.br/handle/10482/30223,2016-01
Removal of organic matter from pre-treated domestic sewage in anaerobic biological reactor by a combined system of electrolytic and biological aerobic treatment,https://repositorio.unb.br/handle/10482/36598,2019
"VIII Conferência Brasileira de Mídia Cidadã : discutindo as relações entre mídia, cidadania e políticas públicas na capital do Brasil",http://repositorio.unb.br/handle/10482/15468,2012-01
Regulação dos riscos dos alimentos : as tensões da Vigilância Sanitária no Brasil,http://repositorio.unb.br/handle/10482/30765,2017-07
Semiochemicals from plants and insects on the foraging behavior of Platygastridae egg parasitoids,http://repositorio.unb.br/handle/10482/30050,2016-05
"Two childhoods, two neighborhoods, and one city : utopias and dystopias in Brasilia",https://repositorio.unb.br/handle/10482/39560,2020-06-01
Relacionamento entre a mudança da rede de drenagem devido à construção de estruturas urbanas e o surgimento de voçorocas e ravinas no bairro do Jardim Botânico no Distrito Federal,http://repositorio.unb.br/handle/10482/16019,2012
Desenvolvimento de modelo de avaliação de programa de incentivo à agricultura,http://repositorio.unb.br/handle/10482/28041,2011-03
O português de Timor Leste : contribuições para o estudo de uma variedade emergente,http://repositorio.unb.br/handle/10482/23964,2011
A dialética da construção destrutiva na consagração do patrimônio mundial,http://repositorio.unb.br/handle/10482/11798,2008
"Tolerância ao calor em bovinos das raças Nelore branco, Nelore vermelho e Pantaneira",http://repositorio.unb.br/handle/10482/29398,2014
"Parasitoides associados com Helicoverpa armigera em áreas de refúgio de algodão, no Oeste da Bahia, Brasil",http://repositorio.unb.br/handle/10482/33471,2018
Low level laser therapy for reducing pain in rheumatoid arthritis and osteoarthritis : a systematic review,https://repositorio.unb.br/handle/10482/36375,2019
Novel homologous lactate transporter improves l‑lactic acid production from glycerol in recombinant strains of Pichia pastoris,http://repositorio.unb.br/handle/10482/23888,2016-09-15
Monitoramento da síndrome gripal em adultos nas capitais do Brasil e no Distrito Federal por meio de inquérito telefônico||Influenza like illness monitoring in adults of the State Capitals and Federal District in Brazil by telephone survey,http://repositorio.unb.br/handle/10482/28191,2011
The influence of matrix technology on the subdivision of sustained release matrix tablets,https://repositorio.unb.br/handle/10482/39533,2019-12-03
Assistência estudantil : uma avaliação de sua efetividade,http://repositorio.unb.br/handle/10482/47703,2023-10-01
Fatores relacionados ao óbito por pneumonia associada à ventilação mecânica em um hospital universitário : um estudo retrospectivo,http://repositorio.unb.br/handle/10482/46691,2023-03-03
Espessura e qualidade musculares medidas a partir de ultrassonografia: influência de diferentes locais de mensuração||Muscle thickness and muscle quality measured by ultrasound: influence of different sites of measurement,http://repositorio.unb.br/handle/10482/28231,2011
Las prácticas docentes supervisadas de enseñanza de las ciencias y la biología en las políticas de formación docente en Brasil,https://repositorio.unb.br/handle/10482/42653,2021-10
"Comparação entre seleção combinada e seleção direta em Eucalyptus grandis, sob diferentes intensidades de seleção",http://repositorio.unb.br/handle/10482/10534,2001-01
Adulto atípico : uma experiência com crianças da educação infantil no  Distrito Federal,http://repositorio.unb.br/handle/10482/50735,2024-01-24
"Metanálise de estudos de bioequivalência : a intercambiabilidade de genéricos e similares que contêm Hidroclorotiazida é possível, mas não àqueles com Maleato de Enalapril",http://repositorio.unb.br/handle/10482/13161,2010-04
A influência dos valores organizacionais na percepção de políticas e práticas de gestão de pessoas,http://repositorio.unb.br/handle/10482/30745,2017-04
Caryocar brasiliense camb protects against genomic and oxidative damage in urethane-induced lung carcinogenesis,http://repositorio.unb.br/handle/10482/29582,2015-09
"Laudatio à Bárbara Freitag-Rouanet por ocasião da cerimônia de outorga do título de Professora Emérita do Departamento de Sociologia da Universidade de Brasília, em 20 de março de 2006",http://repositorio.unb.br/handle/10482/26694,2006
"Size variations of the vestibula of Krithe gnoma DO CARMO & SANGUINETTI, 1999 (Ostracoda) : a new procedure for their analysis",http://repositorio.unb.br/handle/10482/20268,2009
Brazilian anthropology in times of intolerance : the challenges of confronting neoconservatism,https://repositorio.unb.br/handle/10482/36574,2019
Aprendizagem de rudimentos de leitura musical com ensino cumulativo e não cumulativo de relações condicionais,http://repositorio.unb.br/handle/10482/30130,2016
Interacciones en diáspora : matrices mediáticas y no mediáticas en las redes de familiaridad,http://repositorio.unb.br/handle/10482/12198,2008
Descrição anatômica de esqueletos de papagaios do gênero Amazona através da utilização de radiografias,http://repositorio.unb.br/handle/10482/30076,2016-02
"Pathology and one health implications of fatal Leptospira interrogansinfection in an urbanized, free-ranging, black-tufted marmoset (Callithrix penicillata) in Brazil",http://repositorio2.unb.br/jspui/handle/10482/48847,2021-08-13
Percepções sobre qualidade de serviços que atendem à saúde da mulher||Perceptions on the quality of services relating to women's healthcare,http://repositorio.unb.br/handle/10482/28162,2011
A alma-camaleão e sua plasticidade : dualismo platônicos no Fédon,http://repositorio.unb.br/handle/10482/20683,2016-01
"Discursos sobre a Surdez: Deficiência, Diferença, Singularidade e Construção de Sentido1",http://repositorio.unb.br/handle/10482/5945,2010-11-18
"Implantação da cantina escolar saudável em escolas do Distrito Federal, Brasil",http://repositorio.unb.br/handle/10482/28556,2012-04
Factors associated with low adherence to medicine treatment for chronic diseases in Brazil,http://repositorio.unb.br/handle/10482/30027,2016
Lula na África : a política africana e a cooperação sul-sul.,http://repositorio.unb.br/handle/10482/10062,2003
"Prevalência de esofagopatia chagásica no Município de Mambaí, Goiás - Brasil",http://repositorio.unb.br/handle/10482/25127,1987-03
A necessidade de uma política nacional para a gestão de dados de pesquisa no Brasil,http://repositorio2.unb.br/jspui/handle/10482/46792,2019-12-19
Análise de parâmetros funcionais relacionados aos fatores de risco ocupacionais da atividade de enfermeiros de UTI,http://repositorio.unb.br/handle/10482/29017,2013-03
"Descrição da larva de Popanomyia femoralis Kertész, 1909 e do pupário de Engicerus major Lindner, 1964 (Diptera, Stratiomyidae)",http://repositorio.unb.br/handle/10482/25985,2003
"Indigenismo e territorialização: poderes, rotinas e saberes coloniais no Brasil contemporâneo",http://repositorio.unb.br/handle/10482/25555,1999
O uso da teoria de stakeholders em uma análise da etapa de formulação da Política Nacional de Medicamentos,http://repositorio.unb.br/handle/10482/28679,2013
Estudo anatômico comparativo dos músculos do ombro e braço de Cebus libidinosus,http://repositorio.unb.br/handle/10482/12168,2006
Poder legislativo,http://repositorio.unb.br/handle/10482/20159,1966-09
"Transformação de triglicerídeos em combustíveis, materiais poliméricos e insumos químicos: algumas aplicações da catálise na oleoquímica",http://repositorio.unb.br/handle/10482/26881,2007-06
Modelagem matemática da tíbia humana usando Bond Graph,http://repositorio.unb.br/handle/10482/17105,2013
Redução da podridão do pé (Phytophthora palmivora) do mamoeiro (Carica papaya) por fosfitos||Papaya (Carica papaya) foot rot (Phytophthora palmivora) reduction due to phosphites,http://repositorio.unb.br/handle/10482/26885,2007
Conservação de inflorescências de helicônias previamente adubadas com doses crescentes de nitrogênio e potássio,http://repositorio.unb.br/handle/10482/29923,2015-07
Contribuições da auditoria interna para a governança das universidades federais brasileiras,http://repositorio.unb.br/handle/10482/50643,2024-07-29
Observatório Covid-Prev : contribuição para a transparência e accountability na gestão pública em tempos de pandemia,https://repositorio.unb.br/handle/10482/44481,2021-11-05
Generalized periodicity and applications to logistic growth,http://repositorio.unb.br/handle/10482/52521,2024-06-28
Prevalence of lung structure abnormalities in patients with acromegaly and their relationship with gas exchange : cross-sectional analytical study with a control group,http://repositorio.unb.br/handle/10482/29839,2015-09
Mecanismos de homogeneização da atividade científica : o caso da ciência das mudanças climáticas,http://repositorio.unb.br/handle/10482/30167,2016-09
Efeito da fortificação com ácido fólico na redução dos defeitos do tubo neural,http://repositorio.unb.br/handle/10482/26934,2007-01
Decisão estratégica em custo,http://repositorio.unb.br/handle/10482/14700,2013-11-25
"A Deep Insight into the Sialome of Rhodnius neglectus, a vector of chagas disease",http://repositorio.unb.br/handle/10482/24200,2016-04-29
Trypanosoma cruzi alkaline 2-DE : optimization and application to comparative proteome analysis of flagellate life stages,http://repositorio.unb.br/handle/10482/11980,2008-09
Percepções e comportamentos de cuidados com a saúde entre homens idosos,http://repositorio.unb.br/handle/10482/28546,2012
Antimicrobial resistance among leprosy patients in Brazil : real-world data based on the national surveillance plan,https://repositorio.unb.br/handle/10482/44874,2022-04
Educação sexual para adolescentes : um estudo sobre as moralidades dos aconselhadores,http://repositorio.unb.br/handle/10482/8203,2010-03
Paradigmas na pesquisa contábil no Brasil : um estudo epistemológico sobre a evolução nos trabalhos de programas de pós-graduação em ciências contábeis,http://repositorio.unb.br/handle/10482/14433,2011-06
Avaliação eletrocardiográfica de equinos após exercício de polo (baixo handicap),http://repositorio.unb.br/handle/10482/28355,2012-12
Leitura recombinativa de pseudopalavras impressas em pseudoalfabeto: similaridade entre palavras e extensão da unidade ensinada||Recombinative reading of pseudo-words printed with a pseudo-alphabet: similarity between words and teaching unit size||Lecture Recombinative de pseudomots imprimés avec le pseudo-alphabet: similitude entre les mots et l extension de l unité d enseignement||La lectura con recombinación de pseudopalabras impresas en pseudo-alfabeto: semejanza entre las palabras y el tamaño de la unidad enseñada,http://repositorio.unb.br/handle/10482/27757,2010
Caracterização morfoagronômica preliminar de acessos de pimentas cumari,http://repositorio.unb.br/handle/10482/30099,2016-10
"Conhecimentos, práticas e percepção de risco do uso de medicamentos no Distrito Federal",http://repositorio.unb.br/handle/10482/13076,2013-05-13
Qualidade de vida nas espondiloartrites : análise de uma grande coorte brasileira,http://repositorio.unb.br/handle/10482/30280,2016-01
BANFISA e (IN)DICA-SUS na graduação em saúde : o lúdico e a construção de aprendizados,http://repositorio.unb.br/handle/10482/29507,2015-01
Resistance exercise leading to failure versus not to failure : effects on cardiovascular control,http://repositorio.unb.br/handle/10482/24800,2013-11-19
A mobilidade internacional acadêmica : características dos percursos de pesquisadores brasileiros,http://repositorio.unb.br/handle/10482/30830,2017-04
"Do campo à ""Campanha"": gênero, performance e narrativas orais na fronteira entre o Brasil e o Uruguai",http://repositorio.unb.br/handle/10482/13111,2010-01
Simple and lowecost transition metal-free borophosphate glass catalyst for aromatic alcohol oxidation by sodium hypochlorite,https://repositorio.unb.br/handle/10482/44455,2022
"Efeito da solarização, adubação química e orgânica no controle de nematóides em alface sob cultivo protegido",http://repositorio.unb.br/handle/10482/6400,2006-10
Mudanças do uso e de cobertura da terra na região semiárida de Sergipe,http://repositorio.unb.br/handle/10482/29956,2015-12
Sobrecarga e desconforto emocional em cuidadores de idosos,http://repositorio.unb.br/handle/10482/28459,2012-06
Reflorestamento de manguezais e o valor de resgate para o seqüestro de carbono atmosférico,http://repositorio.unb.br/handle/10482/7327,2003-09
O texto bíblico no trânsito da dança : Profetas em Movimento na cena,http://repositorio.unb.br/handle/10482/19067,2013-07
Doença de Alzheimer : características e orientações em odontologia,http://repositorio.unb.br/handle/10482/14098,2010
O psíquico e o social numa perspectiva metapsicológica : o conceito de identificação em Freud,http://repositorio.unb.br/handle/10482/33119,2007-09
Different land use systems in the Brazilian cerrado and their effects on soil bacterial communities,http://repositorio.unb.br/handle/10482/53425,2025
Modernidade tradicionalista na arquitetura cívica de Cuiabá na era Vargas,http://repositorio2.unb.br/jspui/handle/10482/46021,2022-12-12
Processos comunicacionais da cultura jovem na rede social do ciberespaço,http://repositorio.unb.br/handle/10482/26480,2005
Educando para a genética : anemia falciforme e políticas de saúde no Brasil,http://repositorio.unb.br/handle/10482/15242,2003-02
Possessão por espírito e inovação cultural : o caso de duas líderes religiosas do Japão,http://repositorio.unb.br/handle/10482/1605,1995
Capital político e carreira eleitoral : algumas variáveis na eleição para o congresso brasileiro,http://repositorio.unb.br/handle/10482/7776,2003-06
"Desempenho, características de carcaça e componentes corporais de ovinos deslanados alimentados com silagem de girassol e silagem de milho",http://repositorio.unb.br/handle/10482/7022,2008-04
Cultivo in vitro de Brosimum gaudichaudii Tréc. (Moraceae),http://repositorio.unb.br/handle/10482/29373,2014
Programa Pró-Equidade de Gênero : uma discussão sobre relações entre homens e mulheres na caixa econômica federal,http://repositorio.unb.br/handle/10482/21706,2012-11
Análise de imagens do espectro visível para estimativa dos estágios fenológicos na cultura do feijão irrigado,http://repositorio.unb.br/handle/10482/52395,2024-08-23
"Pesquisas genéticas, prognósticos morais e discriminação genética : um estudo de caso sobre traço falciforme",http://repositorio.unb.br/handle/10482/21991,2015-07
Litchi (Litchi chinensis Sonn) propagation : new technologies and innovations,http://repositorio.unb.br/handle/10482/33338,2018
Polícia e violência : representações sociais de elites policiais do Distrito Federal,http://repositorio.unb.br/handle/10482/26243,2004
Who are the relevant stakeholders to the local government context? Empirical evidences on environmental influences in the decision-making process of english local authorities,http://repositorio.unb.br/handle/10482/5985,2004
"Controle de vida, interseccionalidade e política de empoderamento: as organizações políticas das trabalhadoras domésticas no Brasil",http://repositorio.unb.br/handle/10482/28815,2013-12
Psicologia escolar e gestão democrática : atuação em escolas públicas de educação infantil,http://repositorio.unb.br/handle/10482/28933,2013-06
Os direitos humanos à comunicação e à informação : reflexões a partir do cárcere brasiliense,https://repositorio.unb.br/handle/10482/41062,2019-06
Numerical modeling of the effect of variation of boundary conditions on vadose zone hydraulic properties,http://repositorio.unb.br/handle/10482/27982,2011
Caracterização físico-química de progênies de maracujá-roxo e maracujá-azedo cultivados no Distrito Federal,http://repositorio.unb.br/handle/10482/6458,2009-06
"Lactation induction in a commissioned mother by surrogacy : effects on prolactin levels, milk secretion and mother satisfaction",http://repositorio.unb.br/handle/10482/30608,2017-02
Evolução clínica de um paciente septicêmico : a interferência da equipe de saúde e da família no aspecto emocional do paciente,http://repositorio.unb.br/handle/10482/25009,1980
"Nota sobre o ciclo evolutivo de Rhodnius nasutus stal 1859, em condiçoes de laboratório",http://repositorio.unb.br/handle/10482/25023,1981-06
A theoretical study of adsorbed non-metallic atoms on magnesium chloride monolayers,https://repositorio.unb.br/handle/10482/41150,2019-04-30
O constitucionalismo achado na rua : uma proposta de decolonização do Direito,http://repositorio.unb.br/handle/10482/30926,2017-12
"Bourdieu e o ""pessimismo da razão""",http://repositorio.unb.br/handle/10482/21261,2015-01
"Tributo a Manoel da Gama Lobo (1835-1883), pioneiro na epidemiologia da deficiência de vitamina A no Brasil||A tribute to Manoel da Gama Lobo (1835-1883), pioneer in the epidemiology of vitamin A deficiency in Brazil",http://repositorio.unb.br/handle/10482/27021,2007
Computational bases study for complexes containing Cd (II) and biological evaluation in silico,https://repositorio.unb.br/handle/10482/39957,2021-01-23
Design of microwave filters topologies using a hybrid evolutionary algorithm,http://repositorio.unb.br/handle/10482/11428,2007-06
"Auto-hemoterapia, intervenção do estado e bioética",http://repositorio.unb.br/handle/10482/12619,2008
"Acidente por  Rhopalurus agamemnon  (Koch, 1839)  (Scorpiones, Buthidae)",http://repositorio.unb.br/handle/10482/10578,2010
Antarctica and ABNJ in the anthropocene : challenges to the sustainable management of marine genetic resources?,https://repositorio.unb.br/handle/10482/36466,2019
Acute flaxseed intake reduces postprandial glycemia in subjects with type 2 diabetes : a randomized crossover clinical trial,http://repositorio.unb.br/handle/10482/52518,2022-09-10
A non-intrusive GMA welding process quality monitoring system using acoustic sensing,http://repositorio.unb.br/handle/10482/11338,2009-09
Teoria do valor e trabalho produtivo no setor de serviços,http://repositorio.unb.br/handle/10482/20608,2014-01
"Estilos de vida, habitus e promoção da saúde : algumas aproximações||Lifestyle, habitus, and health promotion : some approaches",http://repositorio.unb.br/handle/10482/33481,2018
Deep learning applied to equipment detection on flat roofs in  images captured by UAV,http://repositorio.unb.br/handle/10482/51959,2023
Customer relationship management scale for the B2C market : a cross-cultural comparison,http://repositorio.unb.br/handle/10482/30847,2017-06
Existence and asymptotic behavior of solutions for a class of semilinear subcritical elliptic systems,https://repositorio.unb.br/handle/10482/44998,2021-11-30
"Biologia reprodutiva de Rourea induta Planch. (Connaraceae), uma espécie heterostílica de cerrado do Brasil Central||Reproductive biology of Rourea induta Planch. (Connaraceae), a heterostylous species from the cerrado of Central Brazil",http://repositorio.unb.br/handle/10482/27208,2008
Cytotoxicity analysis of three Bacillus thuringiensis Subsp. israelensis d-Endotoxins  towards insect and mammalian cells,http://repositorio.unb.br/handle/10482/23745,2012-09-21
Proteomic mapping of multifunctional complexes within Triatomine saliva,https://repositorio.unb.br/handle/10482/42593,2020-09-02
"Avaliação da efetividade em unidades de conservação : um estudo de caso no estado do Maranhão, Brasil",https://repositorio.unb.br/handle/10482/42803,2020
Opiniões de jovens universitários sobre pessoas com HIV/AIDS : um estudo exploratório sobre preconceito,http://repositorio.unb.br/handle/10482/27836,2010-04
A reforma psiquiátrica no Distrito Federal,http://repositorio.unb.br/handle/10482/2263,2004
Kinetics of digestion of low-quality forage grazed by beef cattle fed supplements containing increasing levels of rumen undegradable protein,http://repositorio.unb.br/handle/10482/30358,2016-09
New insights for statistical analysis of blood pressure response to resistance training in elderly hypertensive women,https://repositorio.unb.br/handle/10482/36699,2019
Um modelo macrodinâmico pós-keynesiano de simulação,http://repositorio.unb.br/handle/10482/5823,2007
Aberrant levels of SUV39H1 and SUV39H2 methyltransferase are associated with genomic instability in chronic lymphocytic leukemia,https://repositorio.unb.br/handle/10482/44977,2017
Sistema de Avaliação da Educação Básica : uma análise do período entre 2016 e 2022,http://repositorio.unb.br/handle/10482/50527,2024-05-25
"Características de carcaça, componentes não-carcaça e composição tecidual e química da 12ª costela de cordeiros Santa Inês terminados em pasto com três gramíneas no período seco",http://repositorio.unb.br/handle/10482/6844,2008
"Seasonality of the activity pattern of Callithrix penicillata (Primates, Callitrichidae) in the cerrado (scrub savanna vegetation)||Sazonalidade do padrão de atividade de Callithrix penicillata (Primates, Callitrichidae) no cerrado",http://repositorio.unb.br/handle/10482/26304,2004
Maternal mode of living and child health,http://repositorio.unb.br/handle/10482/25826,2002-04
O aborto é uma dor narcísica irreparável?,http://repositorio.unb.br/handle/10482/19733,2009-09
Organização do espaço urbano e expansão do calazar,http://repositorio.unb.br/handle/10482/11480,2001-05
Deficiência de cobre em suínos: caracterização clínico-patológica||Copper deficiency in swine: clinical-pathologic characterization,http://repositorio.unb.br/handle/10482/29257,2014
Oncocytoma of the lacrimal gland : a case report,http://repositorio.unb.br/handle/10482/30538,2017-03
Cytogenetics and evolution of cassava (Manihot esculenta Crantz),http://repositorio.unb.br/handle/10482/34604,2000-12
Effect of sorghum tannins in sheep fed with high-concentrate diets,http://repositorio.unb.br/handle/10482/28756,2013-12
Estimativa do volume de madeira partindo do diâmetro da cepa em uma área explorada de floresta amazônica de terra firme,http://repositorio.unb.br/handle/10482/10362,2010-01
Análise espacial e temporal dos casos de aids no Brasil em 1996-2011 : áreas de risco aumentado ao longo do tempo,http://repositorio.unb.br/handle/10482/30468,2016-07
Climate governance in an international system under conservative hegemony : the role of major powers,http://repositorio.unb.br/handle/10482/31759,2012
Identidades e memória entre teuto-brasileiros : os dois lados do Atlântico,http://repositorio.unb.br/handle/10482/7773,2000-11
Quality assessment of corn batches received at a feed mill in the Brazilian cerrado,http://repositorio.unb.br/handle/10482/29381,2014
Pesquisa em Ciência da informação no Brasil : síntese e perspectiva,http://repositorio.unb.br/handle/10482/628http://repositorio.unb.br/handle/10482/628,2000
A carroça ao lado do avião : o direito à cidade metropolitana em Brasília,http://repositorio.unb.br/handle/10482/30931,2017-01
"O olhar dos conselheiros de saúde sobre os relatórios de prestação de contas no município de Natal (Rio Grande do Norte), Brasil||The health advisors' view regarding the accounting reports of the city of Natal (Rio Grande do Norte), Brazil",http://repositorio.unb.br/handle/10482/28112,2011
Habermas e Heidegger : uma discórdia filosófica - reflexões sobre os Cadernos negros de Heidegger,http://repositorio.unb.br/handle/10482/30174,2016
"Comportamento geotécnico de rochas brandas na mina Córrego do Sítio, Santa Bárbara (MG)",http://repositorio.unb.br/handle/10482/27034,2007-09
Estudo da ação inflamatória aguda do tiopental intraperitoneal em ratos,http://repositorio.unb.br/handle/10482/7664,2005-04
Meaningful Work Scale in creative industries : a confirmatory factor analysis,http://repositorio.unb.br/handle/10482/29778,2015-01
Analisando mudanças institucionais na política de ordenamento territorial urbano do Distrito Federal à luz do modelo das coalizões de defesa,http://repositorio.unb.br/handle/10482/30905,2017-03
A Bernoulli-Gamma hierarchical Bayesian model for daily rainfall forecasts,https://repositorio.unb.br/handle/10482/41161,2021
Periódicos científicos brasileiros de Arquivologia : os artigos e suas autorias (1972 -2007),http://repositorio.unb.br/handle/10482/13050,2011-08
"O ultra-som terapêutico de 1 MHz, na dose de 0,5 W cm-2, sobre o tecido ósseo de cães avaliado por densitometria óptica em imagens radiográficas",http://repositorio.unb.br/handle/10482/8044,2008-11
Hipnose e subjetividade : utilização da experiência religiosa em psicoterapia,http://repositorio.unb.br/handle/10482/27741,2010
"Yield, maturation cycle, and estimates of genetic parameters of Robusta coffee genotypes under irrigation in the Cerrado",https://repositorio.unb.br/handle/10482/36636,2019
The 80-year history of the professional associations of nutritionists in Brazil : A historical-documentary analysis,https://repositorio.unb.br/handle/10482/36478,2019
Indianismo : evasão e participação no romantismo brasileiro,http://repositorio.unb.br/handle/10482/3731,2010-02-25
Creation of complexity assessment tool for patients receiving home care,http://repositorio.unb.br/handle/10482/30041,2016-05
Como pode a diferença sexual fazer diferença? : notas sobre o que pode ser a diferença sexual,http://repositorio.unb.br/handle/10482/13429,2008-12
Inventário de um hectare de mata ripária,http://repositorio.unb.br/handle/10482/16369,1993-02
A tributação na produção de carvão vegetal,http://repositorio.unb.br/handle/10482/29730,2015-01
Publicidade infantil: uma análise de táticas persuasivas na TV aberta,http://repositorio.unb.br/handle/10482/28793,2013
Discursos e identidades : exotismo e domínio violento,http://repositorio.unb.br/handle/10482/9462,2010
The study of otoacoustic emissions and the suppression of otoacoustic emissions in subjects with tinnitus and normal hearing : an insight to tinnitus etiology,http://repositorio.unb.br/handle/10482/29898,2015-04
