dc.title,dc.contributor.author,dc.date.submitted,dc.description.unidade,dc.identifier.uri,dc.identifier.doi[pt_BR],dc.rights,dc.subject.keyword,dc.type
"Dispositivo para monitoramento, registro e análise dos indicadores de continuidade no fornecimento da energia elétrica","Paniago, Edvaldo Lima",2006-09-29,Faculdade de Tecnologia (FT)||Departamento de Engenharia Elétrica (FT ENE),http://repositorio.unb.br/handle/10482/3091,,Acesso Aberto,Monitoramento da energia||Qualidade da energia||Energia elétrica||Engenharia elétrica,Dissertação
